danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,genre
0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,482830,rock
0.486,0.449,5,-10.298,1,0.0267,0.166,2.23e-06,0.54,0.549,100.456,254293,rock
0.373,0.869,4,-7.719,1,0.0554,0.164,7.76e-06,0.605,0.696,184.024,221400,rock
0.367,0.452,10,-10.422,1,0.0307,0.0353,0.00228,0.689,0.189,113.066,520787,rock
0.392,0.402,0,-9.961,0,0.0536,0.288,0,0.243,0.228,143.883,354320,rock
0.595,0.996,2,-3.418,1,0.0599,0.195,0.0345,0.0351,0.376,152.049,151107,rock
0.54,0.429,2,-11.822,1,0.0285,0.000202,0.355,0.141,0.113,110.171,295516,rock
0.73,0.487,4,-10.991,1,0.0303,0.258,0.01,0.0852,0.731,114.965,226653,rock
0.427,0.459,9,-12.442,0,0.0332,0.116,0.000103,0.132,0.383,129.878,293440,rock
0.465,0.977,7,-3.839,0,0.175,0.00111,0.00298,0.201,0.233,89.535,284027,rock
0.309,0.649,7,-8.994,1,0.035,0.0158,0.00591,0.367,0.312,166.915,306440,rock
0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789,285133,rock
0.513,0.979,0,-6.362,1,0.0425,0.0195,0.0951,0.0906,0.94,152.875,295466,rock
0.446,0.239,0,-13.945,1,0.0316,0.551,4.1e-06,0.0697,0.298,189.507,336453,rock
0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,292880,rock
0.598,0.901,2,-6.081,1,0.0359,0.116,0.0401,0.178,0.814,153.24,231120,rock
0.635,0.686,9,-15.648,1,0.053,0.209,0.0176,0.282,0.464,125.988,274747,rock
0.262,0.777,11,-8.671,1,0.0632,0.0109,0.113,0.12,0.264,152.5,182733,rock
0.421,0.751,9,-9.584,1,0.0472,0.2,0,0.17,0.789,89.839,145867,rock
0.398,0.952,4,-6.042,1,0.061,0.000373,7.75e-05,0.1,0.584,122.093,278680,rock
0.356,0.917,9,-6.006,1,0.0479,0.0335,0,0.406,0.518,171.176,357267,rock
0.686,0.92,2,-6.231,1,0.0566,0.301,0.27,0.0807,0.225,135.027,511400,rock
0.673,0.814,9,-5.411,1,0.0367,0.0133,0.00293,0.343,0.728,147.193,252200,rock
0.365,0.924,4,-7.066,1,0.0488,0.0144,0.000254,0.423,0.632,135.811,296467,rock
0.482,0.786,7,-5.735,1,0.032,0.00321,8.88e-05,0.446,0.793,126.755,323000,rock
0.352,0.911,1,-5.23,1,0.0747,0.00121,0,0.0995,0.236,148.033,222973,rock
0.519,0.441,4,-14.178,1,0.0353,0.0204,0.000453,0.076,0.25,81.334,234973,rock
0.654,0.929,1,-5.906,1,0.0998,0.0468,0,0.0539,0.902,144.774,168840,rock
0.624,0.899,0,-5.709,1,0.0296,0.0221,0.000137,0.0975,0.79,104.061,193373,rock
0.741,0.58,4,-9.05,1,0.0304,0.117,3.31e-05,0.212,0.944,127.402,171267,rock
0.663,0.712,2,-7.268,1,0.0479,0.524,0,0.0804,0.527,113.439,236520,rock
0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,340907,rock
0.482,0.617,4,-12.931,0,0.0458,0.00543,0.000146,0.284,0.718,125.697,252493,rock
0.541,0.96,0,-2.947,0,0.0505,0.0663,2.25e-06,0.344,0.812,122.803,222707,rock
0.587,0.872,7,-5.066,1,0.0484,0.018,0,0.622,0.735,159.925,221333,rock
0.286,0.856,4,-6.777,0,0.0585,0.0238,0.0542,0.487,0.696,162.12,250973,metal
0.541,0.738,4,-12.645,0,0.0346,0.00161,0.194,0.0983,0.588,105.314,515240,metal
0.429,0.631,4,-11.514,0,0.0769,7.85e-05,0.00411,0.175,0.376,162.734,168440,metal
0.445,0.955,8,-8.027,1,0.0856,0.0326,0.284,0.317,0.336,123.343,273600,metal
0.361,0.98,7,-3.635,0,0.33,0.00141,0.00268,0.294,0.238,179.138,282709,metal
0.332,0.994,1,-4.336,1,0.137,0.000119,0.322,0.142,0.0829,106.086,291440,metal
0.467,0.728,0,-12.965,0,0.0629,0.0794,0.208,0.0699,0.124,91.962,350600,metal
0.333,0.445,3,-16.343,0,0.0283,0.00858,0.0451,0.167,0.35,89.371,417840,metal
0.351,0.984,1,-5.658,1,0.124,0.00836,0.426,0.342,0.322,150.833,343640,metal
0.632,0.845,7,-6.336,1,0.0333,0.000773,0.00152,0.0618,0.433,89.232,324560,metal
0.489,0.953,0,-4.615,1,0.0858,0.02,0.00021,0.113,0.447,94.443,195853,metal
0.461,0.784,4,-6.733,0,0.0452,0.00294,3.37e-05,0.333,0.634,125.598,252693,metal
0.332,0.769,9,-11.503,1,0.0765,0.00367,0.00413,0.0372,0.525,157.378,354774,metal
0.274,0.949,11,-8.642,1,0.0896,0.0214,0.00778,0.218,0.497,100.346,406307,metal
0.54,0.873,11,-5.904,0,0.0329,0.00127,0.00079,0.0929,0.544,132.025,285663,metal
0.518,0.858,0,-6.147,1,0.0672,0.00563,0.00349,0.0598,0.249,117.897,309973,metal
0.365,0.763,11,-9.45,0,0.0591,0.00726,0.000457,0.0865,0.342,148.366,204867,metal
0.294,0.995,1,-4.383,0,0.168,0.000489,0.331,0.128,0.0379,88.777,254400,metal
0.546,0.9,5,-6.728,1,0.0691,0.0421,4.57e-05,0.292,0.447,90.591,215933,metal
0.464,0.612,9,-12.019,1,0.0591,0.116,0.00559,0.171,0.496,91.499,474400,metal
0.256,0.924,7,-6.685,1,0.113,0.00369,0.234,0.114,0.28,113.574,417227,metal
0.462,0.424,7,-13.155,0,0.0326,0.596,2.81e-05,0.11,0.442,86.924,336396,metal
0.446,0.764,9,-3.935,0,0.0416,0.0185,2.71e-06,0.254,0.717,118.0,237627,metal
0.53,0.952,2,-5.105,1,0.0577,0.000837,0.0119,0.262,0.433,110.98,290187,metal
0.311,0.658,6,-13.529,1,0.0406,0.0706,0.104,0.093,0.353,151.813,314720,metal
0.449,0.901,6,-7.711,1,0.0526,0.141,0.0675,0.128,0.696,125.148,356400,metal
0.526,0.713,2,-7.623,1,0.0253,0.00383,0.0103,0.379,0.566,97.571,328427,metal
0.338,0.979,4,-3.564,0,0.0581,3.48e-05,0.0121,0.061,0.36,90.848,350644,metal
0.615,0.732,8,-3.548,0,0.188,0.129,0,0.0898,0.561,173.929,201152,metal
0.596,0.896,0,-4.635,1,0.0382,0.00742,0.00057,0.372,0.456,115.092,281960,metal
0.343,0.927,9,-8.311,0,0.0678,1.41e-05,0.00162,0.33,0.387,153.866,275160,metal
0.681,0.773,2,-6.051,1,0.058,0.181,1.84e-05,0.311,0.547,120.276,236640,metal
0.344,0.449,2,-13.887,1,0.0421,0.0493,0.0278,0.322,0.123,132.809,377280,metal
0.485,0.945,0,-5.954,1,0.0402,0.0033,0.00525,0.0997,0.731,135.957,249013,metal
0.472,0.936,7,-6.123,1,0.064,0.00253,9.97e-06,0.0867,0.556,97.934,243613,metal
0.658,0.845,1,-5.025,1,0.0596,0.0572,0,0.0553,0.85,149.948,164490,metal
0.51,0.849,9,-10.946,0,0.0359,0.000325,0.189,0.0301,0.546,117.444,255600,metal
0.54,0.584,7,-9.579,1,0.0254,0.0108,0.00296,0.253,0.244,139.261,386493,metal
0.361,0.631,1,-9.215,0,0.0356,0.404,9.9e-05,0.0685,0.541,137.757,347627,metal
0.498,0.858,7,-5.259,0,0.0661,0.159,0,0.262,0.778,132.718,241893,metal
0.423,0.993,4,-3.341,0,0.0603,3.53e-05,0.0267,0.0756,0.426,95.116,388625,metal
0.279,0.651,9,-12.136,1,0.0472,0.0544,0.0592,0.19,0.47,178.649,388400,metal
0.498,0.804,9,-4.715,1,0.0829,0.0334,8.35e-05,0.0739,0.329,154.344,200582,metal
0.403,0.873,7,-5.18,1,0.0593,9.2e-05,3.94e-05,0.332,0.824,150.358,201213,metal
0.437,0.695,7,-9.447,1,0.0617,0.00111,0.0857,0.124,0.413,102.178,447440,metal
0.349,0.988,10,-4.116,0,0.156,9.15e-05,0.00806,0.111,0.0934,103.193,291533,metal
0.425,0.921,2,-5.544,0,0.0673,0.0202,0.00443,0.0735,0.366,99.884,291547,metal
0.553,0.362,4,-11.218,0,0.0263,0.0458,6.01e-06,0.075,0.158,142.352,388267,metal
0.168,0.776,7,-10.212,1,0.0454,0.00672,0.0171,0.284,0.482,179.05,510733,metal
0.603,0.817,7,-7.408,1,0.0274,0.000245,0.000496,0.312,0.593,100.054,228960,metal
0.497,0.625,5,-11.38,1,0.0376,0.00114,0.0421,0.253,0.727,136.126,373193,metal
0.467,0.882,4,-11.176,0,0.0496,0.000371,0.304,0.0952,0.452,96.67,312587,metal
0.523,0.706,2,-11.521,1,0.0935,0.0307,0.000274,0.337,0.407,99.684,260640,metal
0.311,0.947,1,-5.325,1,0.104,0.00047,0.0026,0.142,0.365,145.346,173560,metal
0.441,0.909,11,-6.092,0,0.0465,0.0121,0.377,0.167,0.783,104.81,175200,metal
0.463,0.886,5,-4.494,0,0.0544,0.000692,0.000495,0.0821,0.246,107.045,220400,metal
0.385,0.943,4,-5.327,1,0.139,0.0117,2.26e-06,0.963,0.446,75.973,257887,metal
0.284,0.417,8,-11.87,0,0.0327,0.27,0.0109,0.228,0.115,109.218,387107,metal
0.229,0.926,9,-6.493,1,0.0945,0.0043,0.00176,0.0602,0.407,87.373,301893,metal
0.37,0.922,2,-9.098,1,0.058,0.000107,0.00882,0.0974,0.333,134.857,297293,metal
0.432,0.771,7,-11.74,1,0.0633,0.0617,0.000871,0.0997,0.445,120.131,134093,metal
0.298,0.895,9,-7.647,0,0.0547,0.0283,0.00574,0.305,0.544,173.737,368507,metal
0.306,0.921,9,-7.607,1,0.0847,2.09e-05,0.000264,0.0538,0.285,101.943,266200,metal
0.543,0.652,6,-7.386,0,0.0748,0.138,1.99e-05,0.222,0.731,94.823,150048,metal
0.577,0.664,10,-9.153,1,0.0461,0.00533,0.111,0.142,0.164,108.442,264973,metal
0.636,0.682,0,-7.754,1,0.0261,0.0245,0.133,0.147,0.808,114.19,227853,metal
0.594,0.866,1,-4.922,1,0.0398,4.77e-05,0.00026,0.414,0.454,107.015,195547,metal
0.504,0.719,1,-9.155,0,0.0431,0.00878,0.00149,0.075,0.177,102.144,386707,metal
0.651,0.522,0,-10.217,1,0.034,0.0127,0.00269,0.385,0.232,104.785,253693,metal
0.431,0.933,4,-5.043,0,0.137,0.00188,0.151,0.0606,0.532,145.53,290253,metal
0.727,0.508,10,-3.982,1,0.03,0.0073,0,0.111,0.358,102.0,282933,metal
0.445,0.964,9,-5.493,1,0.282,0.037,0.0132,0.0773,0.448,140.817,414720,metal
0.485,0.936,4,-11.738,0,0.0669,0.00313,0.633,0.166,0.337,109.374,198173,metal
0.405,0.964,0,-7.456,1,0.0573,0.13,0.000224,0.18,0.378,143.099,264960,metal
0.283,0.988,0,-7.017,1,0.111,3.75e-05,0.728,0.0712,0.133,90.791,284507,metal
0.379,0.467,4,-13.047,1,0.0454,0.269,1.33e-05,0.227,0.374,125.858,289800,metal
0.42,0.938,0,-7.882,1,0.0664,0.00136,0.00329,0.173,0.697,119.449,270507,metal
0.109,0.952,0,-4.885,0,0.123,0.00144,0.00922,0.345,0.137,199.952,439213,metal
0.339,0.991,2,-5.028,1,0.145,0.000249,0.00327,0.261,0.185,106.767,300093,metal
0.331,0.79,9,-11.612,0,0.078,0.00279,0.0953,0.334,0.604,163.479,259933,metal
0.601,0.831,2,-8.582,1,0.172,0.000834,0,0.102,0.286,120.964,211787,metal
0.61,0.891,4,-5.452,0,0.0587,0.000805,0.0928,0.0657,0.51,139.903,246733,metal
0.519,0.982,7,-3.547,1,0.108,0.00203,0.00055,0.0971,0.361,97.745,319267,metal
0.248,0.988,2,-3.74,1,0.144,5.87e-05,0.84,0.323,0.149,115.301,311200,metal
0.578,0.775,5,-5.388,1,0.0509,0.00365,0.102,0.196,0.306,132.038,311533,metal
0.322,0.978,9,-5.446,1,0.131,8.66e-05,0.266,0.136,0.271,112.878,386600,metal
0.362,0.961,2,-5.664,1,0.0857,0.024,9.35e-06,0.159,0.491,164.019,153840,metal
0.519,0.833,6,-6.947,0,0.0496,0.00572,4.33e-06,0.104,0.532,138.225,310080,metal
0.61,0.824,4,-6.046,1,0.0534,0.0136,1.75e-06,0.0606,0.819,134.992,210133,metal
0.437,0.948,4,-6.041,0,0.0554,0.000716,0.000261,0.146,0.361,96.72,222440,metal
0.287,0.716,11,-5.653,0,0.0311,0.0381,3.24e-05,0.164,0.544,172.123,409800,metal
0.381,0.979,9,-5.065,0,0.144,0.00746,0.202,0.865,0.174,103.056,186093,metal
0.469,0.875,4,-5.072,0,0.0952,0.0685,0,0.102,0.377,134.36,203533,metal
0.554,0.79,9,-7.126,1,0.0695,0.000738,0.00401,0.342,0.598,124.336,202627,metal
0.404,0.969,9,-6.151,0,0.244,0.00534,0.00184,0.574,0.461,178.411,177800,metal
0.625,0.598,0,-8.953,1,0.0327,0.00202,7.78e-06,0.382,0.816,119.987,171500,metal
0.444,0.922,11,-4.519,0,0.0529,0.00635,0,0.305,0.301,140.206,225533,metal
0.375,0.976,9,-5.498,1,0.0895,0.0118,3.46e-06,0.527,0.208,112.813,283120,metal
0.348,0.829,9,-5.651,0,0.0457,0.00253,0.048,0.431,0.368,136.681,333533,metal
0.354,0.958,9,-4.787,1,0.0785,0.000525,0.0596,0.15,0.346,104.536,215560,metal
0.623,0.734,9,-5.948,1,0.107,0.0162,1.75e-06,0.145,0.37,107.853,244453,pop
0.698,0.844,7,-4.549,0,0.067,0.0577,1.69e-05,0.105,0.446,126.937,198467,pop
0.689,0.737,9,-4.516,1,0.0268,0.00482,0,0.0777,0.47,140.0,207893,pop
0.688,0.702,7,-4.792,0,0.0499,0.0215,0,0.128,0.74,94.006,192191,pop
0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0,0.0688,0.861,132.032,220227,pop
0.677,0.696,0,-6.181,1,0.119,0.321,0,0.42,0.464,90.03,198082,pop
0.583,0.786,2,-3.142,0,0.0301,0.0208,0,0.188,0.573,123.055,258827,pop
0.858,0.677,1,-3.842,0,0.0465,0.0752,0,0.0718,0.925,117.005,188067,pop
0.587,0.828,11,-5.108,1,0.161,0.00327,0,0.331,0.494,123.907,260253,pop
0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,211920,pop
0.604,0.843,10,-3.932,0,0.1,0.036,6.22e-06,0.183,0.688,173.982,144992,pop
0.645,0.713,6,-5.355,1,0.0393,0.00835,0,0.113,0.566,74.989,214507,pop
0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,244960,pop
0.648,0.738,6,-5.883,0,0.247,0.0408,0,0.292,0.603,159.145,226160,pop
0.728,0.563,1,-8.053,0,0.134,0.621,0,0.179,0.352,100.017,217707,pop
0.504,0.785,8,-4.802,1,0.104,0.0738,0,0.239,0.502,173.968,210840,pop
0.748,0.939,0,-4.288,0,0.0341,0.0534,0,0.32,0.96,104.001,198067,pop
0.596,0.851,5,-4.245,0,0.121,0.0358,3.19e-05,0.365,0.612,202.049,204013,pop
0.749,0.774,9,-6.221,1,0.12,0.0857,1.14e-05,0.11,0.35,99.019,217533,pop
0.339,0.67,2,-5.995,1,0.0457,0.0303,0.0369,0.225,0.383,114.903,220867,pop
0.648,0.785,7,-5.414,1,0.165,0.0561,0,0.148,0.943,160.02,219200,pop
0.512,0.803,2,-5.135,1,0.0531,0.00362,0.000583,0.116,0.591,124.162,249693,pop
0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320,pop
0.523,0.748,1,-2.165,1,0.0395,0.226,0,0.27,0.329,84.954,187776,pop
0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,211475,pop
0.857,0.8,2,-4.035,1,0.0583,0.381,0,0.0913,0.966,121.996,199440,pop
0.609,0.726,5,-4.346,0,0.0414,0.0723,8.45e-06,0.0895,0.362,93.958,195000,pop
0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,244507,pop
0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,334667,pop
0.868,0.7,7,-6.408,0,0.1,0.0933,0.00685,0.0815,0.458,121.988,194754,pop
0.841,0.287,0,-16.649,0,0.0641,0.448,0.574,0.118,0.254,74.995,90510,pop
0.854,0.658,9,-6.932,0,0.17,0.154,0.00914,0.102,0.855,137.949,265667,pop
0.85,0.482,1,-6.684,0,0.102,0.0246,0,0.387,0.217,100.957,229867,pop
0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,163253,pop
0.425,0.597,11,-8.043,0,0.106,0.204,6.48e-06,0.485,0.449,84.968,190588,pop
0.551,0.836,10,-3.838,0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,220573,pop
0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,263400,pop
0.516,0.75,2,-6.172,1,0.239,0.0338,0,0.217,0.396,149.987,128080,pop
0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160,pop
0.173,0.582,4,-7.027,1,0.0391,0.0007,0.00918,0.119,0.17,118.798,268554,pop
0.782,0.769,1,-2.754,1,0.119,0.0157,0.052,0.106,0.462,164.953,142516,pop
0.646,0.696,1,-5.572,0,0.342,0.0192,0,0.0762,0.625,92.88,207401,pop
0.71,0.717,4,-3.362,0,0.0489,0.0878,0,0.148,0.453,100.065,150053,pop
0.733,0.613,1,-7.972,1,0.258,0.135,8.31e-06,0.53,0.21,95.021,169263,pop
0.652,0.757,1,-6.819,1,0.153,0.286,0,0.0886,0.962,159.911,233305,pop
0.792,0.634,4,-6.566,0,0.0348,0.245,7.11e-06,0.136,0.322,99.989,207612,pop
0.728,0.748,6,-7.272,0,0.0426,0.0865,0.769,0.0995,0.465,103.943,166271,pop
0.663,0.89,4,-5.405,0,0.214,0.467,0,0.348,0.739,88.751,97079,pop
0.794,0.711,8,-5.124,0,0.0699,0.3,0,0.0955,0.955,174.915,189109,pop
0.783,0.651,11,-9.561,0,0.193,0.0417,0,0.109,0.5,97.032,103918,pop
0.545,0.502,0,-11.233,1,0.0365,0.00343,8.74e-06,0.108,0.148,135.027,190588,pop
0.666,0.531,11,-8.465,1,0.446,0.0308,0,0.111,0.326,172.118,158758,pop
0.801,0.619,5,-7.015,1,0.342,0.0555,0,0.142,0.413,136.916,154293,pop
0.776,0.588,2,-5.8,1,0.28,0.00416,0,0.105,0.47,83.909,171643,pop
0.555,0.715,11,-4.821,0,0.0468,0.00192,0,0.114,0.402,91.951,225147,pop
0.711,0.588,7,-4.968,1,0.136,0.234,0,0.239,0.528,82.333,151273,pop
0.355,0.618,4,-6.948,0,0.0792,0.678,0,0.558,0.322,160.391,201178,pop
0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,195920,pop
0.591,0.7,4,-6.58,1,0.333,0.378,0,0.168,0.275,81.917,112970,pop
0.592,0.501,2,-10.16,0,0.103,0.359,0.000617,0.169,0.395,109.929,159273,pop
0.751,0.834,1,-5.444,0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,211160,pop
0.817,0.633,4,-6.234,0,0.0475,0.209,1.24e-05,0.117,0.57,98.033,195918,pop
0.514,0.559,3,-5.335,0,0.0298,0.00059,0.703,0.427,0.0967,107.017,164194,pop
0.482,0.706,9,-5.762,1,0.0607,0.135,0.00106,0.105,0.144,92.513,224920,pop
0.73,0.703,0,-5.672,0,0.0369,0.109,0,0.0657,0.595,138.113,192120,pop
0.591,0.628,10,-10.416,1,0.264,0.183,0.00027,0.104,0.379,175.125,133000,pop
0.638,0.831,5,-3.944,1,0.182,0.0281,3.06e-06,0.277,0.685,175.038,223053,pop
0.629,0.967,11,-5.572,0,0.0723,4.21e-05,0.344,0.404,0.222,128.105,138750,pop
0.607,0.714,10,-7.749,0,0.225,0.297,2.83e-06,0.35,0.494,78.937,227848,pop
0.612,0.735,8,-5.074,0,0.0282,0.00202,0.00118,0.328,0.783,126.326,226053,pop
0.646,0.501,0,-8.258,0,0.0723,0.165,1.07e-05,0.128,0.327,150.995,152583,pop
0.489,0.867,4,-3.121,0,0.071,0.025,0,0.586,0.409,162.131,157293,pop
0.691,0.795,1,-4.021,0,0.0355,0.000812,1.02e-06,0.156,0.876,133.971,227333,pop
0.557,0.803,1,-3.599,0,0.213,0.0124,1.61e-06,0.737,0.657,92.134,213507,pop
0.773,0.758,1,-4.993,1,0.0381,0.0422,0,0.305,0.925,144.033,224840,pop
0.818,0.579,11,-6.067,0,0.267,0.117,1.79e-06,0.0979,0.482,149.991,182415,pop
0.683,0.427,8,-6.827,1,0.0777,0.368,0,0.0604,0.426,113.634,176347,pop
0.663,0.942,11,-5.743,1,0.0473,9.2e-06,0.854,0.262,0.481,115.045,141971,pop
0.747,0.937,0,-5.746,1,0.0453,0.0208,0,0.29,0.739,103.976,224653,pop
0.498,0.584,9,-4.127,0,0.372,0.103,0,0.11,0.367,80.079,195726,pop
0.767,0.671,9,-6.416,0,0.142,0.21,1.12e-05,0.129,0.474,128.072,211859,pop
0.638,0.662,2,-4.017,1,0.0291,0.0512,2.04e-05,0.235,0.492,87.464,155314,pop
0.678,0.918,5,-4.63,1,0.0355,0.000417,0,0.0744,0.769,130.028,216160,pop
0.524,0.904,8,-2.071,1,0.398,0.0533,0,0.776,0.655,161.188,254040,pop
0.383,0.925,0,-1.755,0,0.0898,0.018,0.000284,0.387,0.188,135.012,210761,pop
0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,193400,pop
0.777,0.438,2,-9.103,1,0.129,0.135,0,0.274,0.104,128.082,255995,pop
0.755,0.57,9,-7.132,1,0.0888,0.0416,0,0.0891,0.406,102.991,204400,pop
0.684,0.923,8,-3.867,0,0.0442,0.0354,0.818,0.355,0.874,118.042,120037,pop
0.667,0.424,5,-10.164,0,0.109,0.446,8.02e-05,0.108,0.336,120.014,212254,pop
0.743,0.576,11,-8.019,1,0.0672,0.147,0,0.114,0.58,88.003,174556,pop
0.662,0.736,7,-6.511,1,0.0374,0.00274,0.000844,0.0464,0.674,104.003,232120,pop
0.56,0.881,2,-8.942,1,0.06,0.0107,0,0.0566,0.234,93.99,252766,pop
0.863,0.634,2,-9.498,0,0.137,0.503,0.92,0.0911,0.9,117.986,137797,pop
0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,237627,pop
0.729,0.771,4,-2.451,1,0.0725,0.00761,0,0.087,0.873,125.011,198053,pop
0.612,0.673,1,-8.139,1,0.155,0.000301,0.00195,0.158,0.75,155.076,155000,pop
0.599,0.877,11,-3.45,0,0.226,0.064,0,0.234,0.79,187.305,207040,pop
0.452,0.605,6,-7.931,0,0.0704,0.175,0,0.177,0.38,125.504,197648,pop
0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638,200400,pop
0.8,0.608,11,-9.777,0,0.111,0.0711,0.000361,0.0466,0.842,113.196,296027,disco
0.865,0.653,2,-7.278,1,0.0525,0.101,0.00671,0.0484,0.867,111.565,490040,disco
0.798,0.746,10,-8.639,1,0.0313,0.0304,0.361,0.0703,0.965,128.553,655213,disco
0.86,0.873,2,-7.922,0,0.0374,0.0162,0.0094,0.319,0.971,120.403,296000,disco
0.701,0.81,5,-9.945,0,0.043,0.000964,0.00109,0.195,0.832,113.308,366413,disco
0.703,0.755,5,-9.337,1,0.0749,0.00947,0.02,0.17,0.731,117.128,366200,disco
0.74,0.914,7,-6.903,1,0.0938,0.296,0.0326,0.113,0.709,127.589,297147,disco
0.605,0.881,9,-4.891,0,0.0462,0.0266,3.28e-06,0.81,0.965,117.178,389760,disco
0.796,0.892,0,-8.31,1,0.0333,0.00475,0.0187,0.0717,0.965,120.4,407053,disco
0.857,0.66,10,-9.611,0,0.0462,0.0501,0.0299,0.0629,0.818,108.526,331867,disco
